Source_Object_title,Source_Note_body,Target_Object_title,Target_Note_body
設計學習,針對不同年級，也可以設計不同的議題領域，越高年級所能接受的議題範圍更廣，低年級的學生所接受的議題，可能會因為背景知識的緣故而受限。,"Real Ideas, Authentic Problems 的設計學習","主要是希望學生在學習過程中面對真實世界中的問題和挑戰，以激發他们的學習動力。例如：
1. 若學校面臨環境問題(ex:垃圾分類、水汙染等)，讓學生進行實地考察和研究問題，後嘗試提出解決方案並實踐。
2. 在歷史或社會學科中，通過调查和研究真實的社會問題(ex:種族歧視、社會不公等)，來探討不同群體間的關係和解決問題的方法。
連結到真實的情況並實踐，學生會更有實體感並且不容易遺忘~!"
國際化教育,"現在也推行許多國際化的教育，覺得可以針對本土文化和其他國家的文化進行比較與介紹，從自己的文化點出發，慢慢地延伸到不同的文化，介紹不一樣的觀點。
像是：介紹國外萬聖節與中元節的差別、聖誕節與新年的不一樣、不同國家所吃的早午餐有什麼特別的地方",各地擁有不同的文化,"真實性學習強調與生活的連結，讓學員在真實的環境中，通過自己的努力解決現實問題，從而獲得知識和技能的教學方法。
當學生在學習中感受到學習當中知識的「真實性」，也更能提升學習動機及目標去進行學習。
若是世界各地擁有不同的文化與觀點，教學設計者該如何衡量與促進交流，讓各地學習者都能投入互動及討論？"
教室可以使用教師語言來引導學生,"在KB Gallery裡p.69頁提到meta talk
老師可以使用以下句子適時的引導學生提出想法
What are you interested in? What are you wondering about? What do you want to know about X?",教師該注意哪些互動原則,"我們已了解學習的過程若有老師或同儕的溝通回饋，這種知識交流、互動的過程能促使學習產生並提升效能。
身為教師，是否有些互動原則是在帶動討論時需額外注意的？又有哪些互動帶領原則可以提升互動的成效？"
老師在討論的過程中,或許老師在跟某些同學討論的過程中，其餘的同學也可以藉此思考各位所談話的內容，並適時的加入，提供不同的意見。,原則與秩序管理,"老師若一直與部分同學進行溝通回應
是否會讓其他同學有些不知所措呢?
該如何適合的加入在討論當中
這些原則也如何融入在班級經營裡
是可多深究的議題之一"
科技解決的問題,科技因為不受空間和地點的限制，所以更能夠讓學習者在任何時間地點暢所欲言，進行討論與學習，也可以解決學生不敢發言的問題，就像是KB當中，透過營造出一個安心的環境，尊重每一個人的發言，害羞的學生也能勇敢地提出自己的想法。,科技使用的目的,"P.147
The purposeful selection of the technology supported the learning outcomes rather than using technology for the sake of using it.
(使用科技的目的是為了支持學習成果，而不僅僅是為了使用科技而使用它。)
在此篇文獻中可見許多例子皆是透過科技的輔助，讓不同國家拉近距離做溝通與交流，減少了不同國家間對話距離的限制，因此，科技的挑選與使用也是能否促進交流和協作的重要關鍵。"
以及鼓勵,口頭上的鼓勵或許可以提升內在動機。,獎勵,針對第一點：我覺得可以用獎勵或加分的方式讓他們可以更有興趣參與討論學習，也不會互相排斥想法。
激發學生的潛力,"helping to create a dynamic and supportive KB community.
Experiences that spark students’ interest and elicit genuine “I wonders” can set a course for authentic and sustained Knowledge Building
P35
創建一個充滿活力和支持性的知識創新社群。激發學生興趣並引發真正的“我想知道”的體驗可以為真實和持續的知識構建設置課程。",教師適時介入,"理解與他人想法的差距不是件容易的事，尤其是年紀小的學生，可能連理解別人的話都會遇到困難
可能需要老師適時的介入"
經驗,進步如果說無形，我會覺得是經驗的差異，例如讀論文，為什麼會同意這說法？多多少少以過往經驗來看，會支持這篇論文的理論、或反對。,鼓勵而非辨別對錯,"Sustained Knowledge Building work relies upon continual questioning and idea development.If students are not pursuing deep and meaningful questions or problems, they are likely to struggle during the process.P.39
持續的知識構建工作需要不斷提出問題和發展想法。如果學生沒有追求深入且有意義的問題或問題，他們在這個過程中可能會遇到困難。
我認為可改進的想法是用來鼓勵學習者精進及追求深入的問題，非判斷對錯及比較差異，而是需要讓自己的想法不斷進步，無形中就會有成長。
但我認為如何精進想法才是最困難的，又該怎麼做才能無形中進步?"
回到關閉想法的主題,需要被知識翻新的問題，被充分地討論、解決後，會有更充足、考慮更廣泛的想法。問題會有關掉的時候。已經被解決了,收斂後的挖掘與創新,"當一個問題被充分地探討、討論和解決後，通常就不會再有進一步的發展空間了。
可以轉向其他相關的問題，或者開始探索更廣泛的主題，以尋找新的問題和機會。在知識建構的過程中，問題的提出和解決通常是循環往復的，學生需要不斷地探索和發現新的問題，進行更深入的思考和討論，以推動自己的學習和成長。"
假設性問題,"之前有討論過，想法是錯誤的或考慮結果比較沒有那麼完整的問題
以下步驟可以幫助學生產生假設性的想法：
1.先有定義的問題
2.列出任何相關的假設問題
3.挑戰假設(提問)
4.針對挑戰問題產生新的想法
應該不能說錯誤的想法，有些想法值得被挑戰",沒有想法是錯的,"我們不能說某某某想法是錯的，我們要說他的想法可能比較好一點，可能比你多想到了一些。
我覺得與別人不同在想法發展裡面是好的情況，這樣才可以有多樣性，想到別人沒想的可能性。"
???,經驗也算是無形當中累積的知識!,經驗,進步如果說無形，我會覺得是經驗的差異，例如讀論文，為什麼會同意這說法？多多少少以過往經驗來看，會支持這篇論文的理論、或反對。
缺乏群體共創,因材網或是磨克斯學習平台感覺偏向知識的學習與接收，Global classroom則需要透過不斷的同儕、專家對話，共創及完善方法，感覺更需要腦力激盪，議題也更環繞真實生活。,其他關於線上課程的想法,這讓我想到在台灣，也有類似的學習方式，像是因才網，可以供學生自主學習，但確實就缺少了師生或同儕間互動的機會了
